ID,CAT DEPTO,CAT MUN,REGION,DEPARTAME_COD,DEPARTAME_NOMBRE,MUNICIPIO_NOMBRE,MUNICIPIO_COD,LIN BASE 2014,META,AVA,PER INSC REG,PER INSC,PER BEN EMP,PER BEN BOOTSCAMPS,PER CAP EMP,PER GRAD,EQU ACOMP,EQU ETP TEMP,EQU ETP MAD,CAMB JUEG,AYUDAPPS,TOT STAR UPS,INV MINTIC EJEC,INV MINITC PROY,POR INV MINITC,INV CONTR EJEC,CONTR PROY,INV MINTIC PROY CONT,COSTO,ID_INDICADOR,FECHA CARGUE,FECHA VIGENCIA,META1
,,,Regi�n Caribe,23,CORDOBA,PUERTO ESCONDIDO,23574,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
19050,,,Regi�n Pac�fico,19,CAUCA,ARGELIA,19050,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,ZAPATOCA,68895,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Llano,94,GUAINIA,INIRIDA,94001,39,Por demanda,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,15,BOYACA,CHISCAS,15180,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,ARGELIA,76054,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,47,MAGDALENA,CHIBOLO,47170,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
25807,,,Regi�n Centro Orient,25,CUNDINAMARCA,TIBIRITA,25807,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
15183,,,Regi�n Centro Orient,15,BOYACA,CHITA,15183,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,FLORENCIA,18001,74,Por demanda,0,0,0,104,104,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
76147,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,CARTAGO,76147,0,30000,0,0,0,62,62,0,0,7,7,0,0,0,0,",00","23761430,00",,",00",,",00",,6802,2019-12-31,2019-12-31,
8520,,,Regi�n Caribe,08,ATLANTICO,PALMAR DE VARELA,08520,0,52000,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,ANGOSTURA,05038,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
25258,,,Regi�n Centro Orient,25,CUNDINAMARCA,EL PE�ON,25258,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"15076,00","15076,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,41,HUILA,VILLAVIEJA,41872,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,91,AMAZONAS,EL ENCANTO,91263,22,Por demanda,0,0,0,17,17,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,52,NARI�O,FUNES,52287,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
47541,,,Regi�n Caribe,47,MAGDALENA,PEDRAZA,47541,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CAMPAMENTO,05134,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SANTA ROSA DE VITERBO,15693,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,TIPACOQUE,15810,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SORA,15762,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
20175,,,Regi�n Caribe,20,CESAR,CHIMICHAGUA,20175,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,15,BOYACA,BOAVITA,15097,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,EL CERRITO,76248,5,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
5315,,,Regi�n Eje Cafetero,05,ANTIOQUIA,GUADALUPE,05315,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,SAN JOSE DE MIRANDA,68684,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,47,MAGDALENA,PIVIJAY,47551,3,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
5172,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CHIGORODO,05172,0,52000,0,0,0,12,12,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
25019,,,Regi�n Centro Orient,25,CUNDINAMARCA,ALBAN,25019,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"15076,00","15076,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,15,BOYACA,PAZ DE RIO,15537,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,20,CESAR,GONZALEZ,20310,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
68217,,,Regi�n Centro Orient,68,SANTANDER,COROMORO,68217,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,VILLAHERMOSA,73870,2,Por demanda,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,GIRARDOTA,05308,11,Por demanda,0,0,0,4,4,0,0,0,0,0,0,1,0,"13268000,00","13268000,00",,"1326800,00","1326800,00",",00",,5362,2017-12-31,2017-12-31,
13458,,,Regi�n Caribe,13,BOLIVAR,MONTECRISTO,13458,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
68684,,,Regi�n Centro Orient,68,SANTANDER,SAN JOSE DE MIRANDA,68684,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
5364,,,Regi�n Eje Cafetero,05,ANTIOQUIA,JARDIN,05364,0,22000,0,0,0,3,3,0,0,0,0,0,0,0,0,"29466,00","29466,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Llano,95,GUAVIARE,MIRAFLORES,95200,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,CACHIPAY,25123,1,Por demanda,0,0,0,25,25,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CAICEDO,05125,1,Por demanda,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,13,BOLIVAR,HATILLO DE LOBA,13300,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,VEGACHI,05858,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,ARATOCA,68051,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
70473,,,Regi�n Caribe,70,SUCRE,MORROA,70473,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Caribe,47,MAGDALENA,ARIGUANI,47058,1,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
23068,,,Regi�n Caribe,23,CORDOBA,AYAPEL,23068,0,30000,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,CAPARRAPI,25148,800,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,41,HUILA,AGRADO,41013,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,QUIPAMA,15580,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,CHINAVITA,15172,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
76100,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,BOLIVAR,76100,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
5004,,,Regi�n Eje Cafetero,05,ANTIOQUIA,ABRIAQUI,05004,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Llano,85,CASANARE,YOPAL,85001,94,Por demanda,0,0,0,144,144,0,0,3,3,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Pac�fico,52,NARI�O,BELEN,52083,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,47,MAGDALENA,FUNDACION,47288,10,Por demanda,0,0,0,7,7,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Llano,50,META,VISTAHERMOSA,50711,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,TUTAZA,15839,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,52,NARI�O,CUMBAL,52227,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,23,CORDOBA,SAN JOSE DE URE,23682,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
25245,,,Regi�n Centro Orient,25,CUNDINAMARCA,EL COLEGIO,25245,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
25645,,,Regi�n Centro Orient,25,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,25645,0,30000,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
68176,,,Regi�n Centro Orient,68,SANTANDER,CHIMA,68176,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Caribe,08,ATLANTICO,SABANALARGA,08638,11,Por demanda,0,0,0,6,6,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,15,BOYACA,COMBITA,15204,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
20614,,,Regi�n Caribe,20,CESAR,RIO DE ORO,20614,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,TORO,76823,3,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
41807,,,Regi�n Centro Sur,41,HUILA,TIMANA,41807,0,52000,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,SAN VICENTE DEL CAGUAN,18753,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
41016,,,Regi�n Centro Sur,41,HUILA,AIPE,41016,0,52000,0,0,0,10,10,0,0,0,0,0,0,0,0,"7538,00","7538,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
15466,,,Regi�n Centro Orient,15,BOYACA,MONGUI,15466,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,ANSERMA,17042,6,Por demanda,0,0,0,10,10,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
15332,,,Regi�n Centro Orient,15,BOYACA,GsICAN,15332,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,EL CERRITO,76248,5,Por demanda,0,0,0,14,14,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
52418,,,Regi�n Pac�fico,52,NARI�O,LOS ANDES,52418,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Caribe,08,ATLANTICO,PIOJO,08549,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CONCORDIA,05209,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
68855,,,Regi�n Centro Orient,68,SANTANDER,VALLE DE SAN JOSE,68855,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,TABIO,25785,10,Por demanda,0,0,0,14,14,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,PALMIRA,76520,188,Por demanda,0,0,0,157,157,0,0,3,3,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,LA PAZ,68397,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
5789,,,Regi�n Eje Cafetero,05,ANTIOQUIA,TAMESIS,05789,0,52000,0,0,0,4,4,0,0,1,1,0,0,0,0,"3640748,00","3640748,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
5282,,,Regi�n Eje Cafetero,05,ANTIOQUIA,FREDONIA,05282,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SOATA,15753,3,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,BETULIA,68092,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,YARUMAL,05887,5,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
85263,,,Regi�n Llano,85,CASANARE,PORE,85263,0,22000,0,0,0,3,3,0,0,0,0,0,0,0,0,"29466,00","29466,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
15842,,,Regi�n Centro Orient,15,BOYACA,UMBITA,15842,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,JAMUNDI,76364,23,Por demanda,0,0,0,55,55,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,63,QUINDIO,QUIMBAYA,63594,14,Por demanda,0,0,0,4,4,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
17001,,,Regi�n Eje Cafetero,17,CALDAS,MANIZALES,17001,0,30000,0,0,0,497,497,0,0,17,7,10,0,0,0,",00","456855100,00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Caribe,13,BOLIVAR,TURBACO,13836,12,Por demanda,0,0,0,15,15,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CARAMANTA,05145,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,19,CAUCA,CALOTO,19142,2,Por demanda,0,0,0,7,7,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
73563,,,Regi�n Centro Sur,73,TOLIMA,PRADO,73563,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Sur,41,HUILA,TELLO,41799,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
13620,,,Regi�n Caribe,13,BOLIVAR,SAN CRISTOBAL,13620,0,52000,0,0,0,8,8,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
8433,,,Regi�n Caribe,08,ATLANTICO,MALAMBO,08433,0,22000,0,0,0,22,22,0,0,0,0,0,0,0,0,"1160105,00","1160105,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
76622,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,ROLDANILLO,76622,0,22000,0,0,0,8,8,0,0,0,0,0,0,0,0,"296427,00","296427,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,HERRAN,54347,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,52,NARI�O,YACUANQUER,52885,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
5142,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CARACOLI,05142,0,22000,0,0,0,2,2,0,0,0,0,0,0,0,0,"92261,00","92261,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,ZIPACON,25898,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,FLORENCIA,18001,74,Por demanda,0,0,0,87,87,0,0,1,0,1,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,TOPAIPI,25823,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,GALAN,68296,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
23555,,,Regi�n Caribe,23,CORDOBA,PLANETA RICA,23555,0,30000,0,0,0,6,6,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
25001,,,Regi�n Centro Orient,25,CUNDINAMARCA,AGUA DE DIOS,25001,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
41244,,,Regi�n Centro Sur,41,HUILA,ELIAS,41244,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"72869,00","72869,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,BARBOSA,68077,13,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
41551,,,Regi�n Centro Sur,41,HUILA,PITALITO,41551,0,52000,0,0,0,51,51,0,0,2,2,0,0,0,0,"41526203,00","41526203,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Caribe,08,ATLANTICO,PONEDERA,08560,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
5088,,,Regi�n Eje Cafetero,05,ANTIOQUIA,BELLO,05088,0,52000,0,0,0,256,256,0,0,1,0,1,0,0,0,"45226293,00","45226293,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,VENADILLO,73861,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
73443,,,Regi�n Centro Sur,73,TOLIMA,MARIQUITA,73443,0,30000,0,0,0,6,6,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,SIMIJACA,25745,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
18256,,,Regi�n Centro Sur,18,CAQUETA,EL PAUJIL,18256,0,52000,0,0,0,2,2,0,0,0,0,0,0,0,0,"115586,00","115586,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Llano,94,GUAINIA,INIRIDA,94001,39,Por demanda,0,0,0,23,23,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,ALEJANDRIA,05021,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,TONA,68820,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
66170,,,Regi�n Eje Cafetero,66,RISARALDA,DOSQUEBRADAS,66170,0,52000,0,0,0,99,99,0,0,3,3,0,0,0,0,"54590788,00","54590788,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,66,RISARALDA,LA VIRGINIA,66400,5,Por demanda,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,15,BOYACA,CHISCAS,15180,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,18,CAQUETA,SAN JOSE DEL FRAGUA,18610,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
15798,,,Regi�n Centro Orient,15,BOYACA,TENZA,15798,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
52573,,,Regi�n Pac�fico,52,NARI�O,PUERRES,52573,0,22000,0,0,0,3,3,0,0,0,0,0,0,0,0,"102083,00","102083,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,CAROLINA,05150,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
41396,,,Regi�n Centro Sur,41,HUILA,LA PLATA,41396,0,22000,0,0,0,9,9,0,0,0,0,0,0,0,0,"451483,00","451483,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,CACOTA,54125,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,13,BOLIVAR,RIO VIEJO,13600,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
