ID,CAT DEPTO,CAT MUN,REGION,DEPARTAME_COD,DEPARTAME_NOMBRE,MUNICIPIO_NOMBRE,MUNICIPIO_COD,LIN BASE 2014,META,AVA,PER INSC REG,PER INSC,PER BEN EMP,PER BEN BOOTSCAMPS,PER CAP EMP,PER GRAD,EQU ACOMP,EQU ETP TEMP,EQU ETP MAD,CAMB JUEG,AYUDAPPS,TOT STAR UPS,INV MINTIC EJEC,INV MINITC PROY,POR INV MINITC,INV CONTR EJEC,CONTR PROY,INV MINTIC PROY CONT,COSTO,ID_INDICADOR,FECHA CARGUE,FECHA VIGENCIA,META1
25299,,,Regi�n Centro Orient,25,CUNDINAMARCA,GAMA,25299,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
13838,,,Regi�n Caribe,13,BOLIVAR,TURBANA,13838,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,CHARTA,68169,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,52,NARI�O,CUMBITARA,52233,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
13188,,,Regi�n Caribe,13,BOLIVAR,CICUCO,13188,0,22000,0,0,0,4,4,0,0,0,0,0,0,0,0,"111905,00","111905,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
20710,,,Regi�n Caribe,20,CESAR,SAN ALBERTO,20710,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
68533,,,Regi�n Centro Orient,68,SANTANDER,PARAMO,68533,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
23090,,,Regi�n Caribe,23,CORDOBA,CANALETE,23090,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"70357,00","70357,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,VILLAMARIA,17873,16,Por demanda,0,0,0,4,4,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
85325,,,Regi�n Llano,85,CASANARE,SAN LUIS DE PALENQUE,85325,0,52000,0,0,0,3,3,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Caribe,23,CORDOBA,PLANETA RICA,23555,15,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Pac�fico,52,NARI�O,SAN PABLO,52693,3,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,63,QUINDIO,ARMENIA,63001,477,Por demanda,0,0,0,39,39,0,0,3,3,0,0,0,0,"58486050,00","58486050,00",,"5848605,00","5848605,00",",00",,4290,2016-12-31,2016-12-31,
25772,,,Regi�n Centro Orient,25,CUNDINAMARCA,SUESCA,25772,0,52000,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
68324,,,Regi�n Centro Orient,68,SANTANDER,GUAVATA,68324,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
13760,,,Regi�n Caribe,13,BOLIVAR,SOPLAVIENTO,13760,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SAN JERONIMO,05656,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,TIBIRITA,25807,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,08,ATLANTICO,MANATI,08436,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,TENA,25797,0,Por demanda,0,0,0,8,8,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
25862,,,Regi�n Centro Orient,25,CUNDINAMARCA,VERGARA,25862,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
66682,,,Regi�n Eje Cafetero,66,RISARALDA,SANTA ROSA DE CABAL,66682,0,22000,0,0,0,32,32,0,0,0,0,0,0,0,0,"1185708,00","1185708,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Pac�fico,19,CAUCA,MORALES,19473,2,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
68575,,,Regi�n Centro Orient,68,SANTANDER,PUERTO WILCHES,68575,0,30000,0,0,0,5,5,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Caribe,47,MAGDALENA,ARACATACA,47053,3,Por demanda,0,0,0,4,4,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,MONTEBELLO,05467,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
8433,,,Regi�n Caribe,08,ATLANTICO,MALAMBO,08433,0,30000,0,0,0,7,7,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
68013,,,Regi�n Centro Orient,68,SANTANDER,AGUADA,68013,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"9822,00","9822,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
81220,,,Regi�n Llano,81,ARAUCA,CRAVO NORTE,81220,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,"5025,00","5025,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,CACHIPAY,25123,1,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,GUTIERREZ,25339,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
18205,,,Regi�n Centro Sur,18,CAQUETA,CURILLO,18205,0,52000,0,0,0,3,3,0,0,0,0,0,0,0,0,"20102,00","20102,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
85410,,,Regi�n Llano,85,CASANARE,TAURAMENA,85410,0,22000,0,0,0,13,13,0,0,0,0,0,0,0,0,"345537,00","345537,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
86573,,,Regi�n Centro Sur,86,PUTUMAYO,LEGUIZAMO,86573,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"9822,00","9822,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,ICONONZO,73352,3,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,GAMBITA,68298,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
5604,,,Regi�n Eje Cafetero,05,ANTIOQUIA,REMEDIOS,05604,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,TITIRIBI,05809,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SAN CARLOS,05649,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
18247,,,Regi�n Centro Sur,18,CAQUETA,EL DONCELLO,18247,0,52000,0,0,0,8,8,0,0,0,0,0,0,0,0,"5025,00","5025,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,MARQUETALIA,17444,1,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SAN JOSE DE PARE,15664,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SOCOTA,15755,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,PUERTO SALGAR,25572,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
19533,,,Regi�n Pac�fico,19,CAUCA,PIAMONTE,19533,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"5025,00","5025,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Caribe,13,BOLIVAR,SAN PABLO,13670,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
50350,,,Regi�n Llano,50,META,LA MACARENA,50350,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,CAQUEZA,25151,3,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
5670,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SAN ROQUE,05670,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
73001,,,Regi�n Centro Sur,73,TOLIMA,IBAGUE,73001,0,30000,0,0,0,540,540,0,0,26,26,0,0,0,0,",00","88256740,00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,SUCRE,68773,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SATIVANORTE,15720,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,TEORAMA,54800,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
15204,,,Regi�n Centro Orient,15,BOYACA,COMBITA,15204,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Eje Cafetero,63,QUINDIO,BUENAVISTA,63111,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,13,BOLIVAR,SAN JACINTO DEL CAUCA,13655,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,47,MAGDALENA,CERRO SAN ANTONIO,47161,1,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,23,CORDOBA,LORICA,23417,12,Por demanda,0,0,0,17,17,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Caribe,70,SUCRE,CAIMITO,70124,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,VIGIA DEL FUERTE,05873,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,BRICE�O,05107,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Orient,15,BOYACA,CORRALES,15215,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
5240,,,Regi�n Eje Cafetero,05,ANTIOQUIA,EBEJICO,05240,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
27430,,,Regi�n Pac�fico,27,CHOCO,MEDIO BAUDO,27430,0,22000,0,0,0,2,2,0,0,0,0,0,0,0,0,"19644,00","19644,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,SAMANA,17662,21,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
25178,,,Regi�n Centro Orient,25,CUNDINAMARCA,CHIPAQUE,25178,0,52000,0,0,0,3,3,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,73,TOLIMA,FRESNO,73283,186,Por demanda,0,0,0,4,4,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
15293,,,Regi�n Centro Orient,15,BOYACA,GACHANTIVA,15293,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,GAMA,25299,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Centro Orient,15,BOYACA,SAN EDUARDO,15660,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Caribe,47,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,47692,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Centro Sur,41,HUILA,GUADALUPE,41319,2,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,ANDALUCIA,76036,2,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Pac�fico,19,CAUCA,MERCADERES,19450,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
52385,,,Regi�n Pac�fico,52,NARI�O,LA LLANADA,52385,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
25200,,,Regi�n Centro Orient,25,CUNDINAMARCA,COGUA,25200,0,22000,0,0,0,10,10,0,0,0,0,0,0,0,0,"533922,00","533922,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Caribe,13,BOLIVAR,RIO VIEJO,13600,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Pac�fico,27,CHOCO,RIOSUCIO,27615,1,Por demanda,0,0,0,12,12,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
5425,,,Regi�n Eje Cafetero,05,ANTIOQUIA,MACEO,05425,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
23672,,,Regi�n Caribe,23,CORDOBA,SAN ANTERO,23672,0,22000,0,0,0,7,7,0,0,0,0,0,0,0,0,"286605,00","286605,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Centro Orient,25,CUNDINAMARCA,ANOLAIMA,25040,4,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
52473,,,Regi�n Pac�fico,52,NARI�O,MOSQUERA,52473,0,52000,0,0,0,106,106,0,0,2,2,0,0,0,0,"7179786,00","7179786,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Orient,68,SANTANDER,PALMAS DEL SOCORRO,68524,0,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
70265,,,Regi�n Caribe,70,SUCRE,GUARANDA,70265,0,52000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Centro Sur,91,AMAZONAS,PUERTO NARI�O,91540,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SANTA BARBARA,05679,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Pac�fico,19,CAUCA,MERCADERES,19450,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,FILADELFIA,17272,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
52240,,,Regi�n Pac�fico,52,NARI�O,CHACHAGsI,52240,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,BELLO,05088,243,Por demanda,0,0,0,18,18,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
13490,,,Regi�n Caribe,13,BOLIVAR,NOROSI,13490,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,EL CARMEN,54245,2,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Pac�fico,27,CHOCO,BAGADO,27073,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Eje Cafetero,17,CALDAS,MARMATO,17442,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
,,,Regi�n Pac�fico,19,CAUCA,SAN SEBASTIAN,19693,0,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Sur,91,AMAZONAS,LA PEDRERA,91407,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,DON MATIAS,05237,1,Por demanda,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Caribe,08,ATLANTICO,CANDELARIA,08141,1,Por demanda,0,0,0,12,12,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
,,,Regi�n Centro Orient,15,BOYACA,UMBITA,15842,1,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
76147,,,Regi�n Pac�fico,76,VALLE DEL CAUCA,CARTAGO,76147,0,52000,0,0,0,37,37,0,0,0,0,0,0,0,0,"12564,00","12564,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
54498,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,OCA�A,54498,0,30000,0,0,0,87,87,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
15215,,,Regi�n Centro Orient,15,BOYACA,CORRALES,15215,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Llano,50,META,PUERTO CONCORDIA,50450,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
8758,,,Regi�n Caribe,08,ATLANTICO,SOLEDAD,08758,0,22000,0,0,0,167,167,0,0,2,0,2,0,0,0,"64364480,00","64364480,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
94884,,,Regi�n Llano,94,GUAINIA,PUERTO COLOMBIA,94884,0,30000,0,0,0,12,12,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Eje Cafetero,05,ANTIOQUIA,SALGAR,05642,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
17272,,,Regi�n Eje Cafetero,17,CALDAS,FILADELFIA,17272,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Pac�fico,52,NARI�O,EL TABLON DE GOMEZ,52258,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
8638,,,Regi�n Caribe,08,ATLANTICO,SABANALARGA,08638,0,30000,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
73352,,,Regi�n Centro Sur,73,TOLIMA,ICONONZO,73352,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
5079,,,Regi�n Eje Cafetero,05,ANTIOQUIA,BARBOSA,05079,0,52000,0,0,0,3,3,0,0,0,0,0,0,0,0,"497523,00","497523,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Pac�fico,52,NARI�O,ROBERTO PAYAN,52621,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,4290,2016-12-31,2016-12-31,
54099,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,BOCHALEMA,54099,0,52000,0,0,0,2,2,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Caribe,08,ATLANTICO,BARRANQUILLA,08001,1598,Por demanda,0,0,0,320,320,0,0,17,17,0,0,0,0,"331420950,00","331420950,00",,"33142095,00","33142095,00",",00",,4290,2016-12-31,2016-12-31,
15757,,,Regi�n Centro Orient,15,BOYACA,SOCHA,15757,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
17088,,,Regi�n Eje Cafetero,17,CALDAS,BELALCAZAR,17088,0,22000,0,0,0,1,1,0,0,0,0,0,0,0,0,"82439,00","82439,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
,,,Regi�n Pac�fico,52,NARI�O,BUESACO,52110,2,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
17050,,,Regi�n Eje Cafetero,17,CALDAS,ARANZAZU,17050,0,30000,0,0,0,1,1,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
23068,,,Regi�n Caribe,23,CORDOBA,AYAPEL,23068,0,22000,0,0,0,4,4,0,0,0,0,0,0,0,0,"111905,00","111905,00",,",00",,",00",,9365,2021-12-31,2021-12-31,
5842,,,Regi�n Eje Cafetero,05,ANTIOQUIA,URAMITA,05842,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,"2513,00","2513,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Llano,94,GUAINIA,SAN FELIPE,94883,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,5362,2017-12-31,2017-12-31,
68318,,,Regi�n Centro Orient,68,SANTANDER,GUACA,68318,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,7691,2020-12-31,2020-12-31,
19693,,,Regi�n Pac�fico,19,CAUCA,SAN SEBASTIAN,19693,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
68655,,,Regi�n Centro Orient,68,SANTANDER,SABANA DE TORRES,68655,0,52000,0,0,0,11,11,0,0,0,0,0,0,0,0,"47742,00","47742,00",,",00",,",00",,7691,2020-12-31,2020-12-31,
,,,Regi�n Pac�fico,27,CHOCO,SIPI,27745,0,Por demanda,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
,,,Regi�n Centro Orient,15,BOYACA,CIENEGA,15189,5,Por demanda,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",",00",,3226,2015-12-31,2015-12-31,
54385,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,LA ESPERANZA,54385,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
,,,Regi�n Centro Orient,54,NORTE DE SANTANDER,VILLA CARO,54871,0,Por demanda,0,0,0,3,3,0,0,0,0,0,0,0,0,",00",",00",,",00",",00",,,5677,2018-12-31,2018-12-31,
5858,,,Regi�n Eje Cafetero,05,ANTIOQUIA,VEGACHI,05858,0,30000,0,0,0,2,2,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,6802,2019-12-31,2019-12-31,
97161,,,Regi�n Llano,97,VAUPES,CARURU,97161,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,",00",",00",,",00",,",00",,9365,2021-12-31,2021-12-31,
